discount_id,customer_id,discount_type,discount_percentage,start_date,end_date,is_active,created_at
118,MG-17875,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
119,DB-13555,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
120,MH-17455,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
121,RM-19675,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
122,TS-21340,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
123,KD-16615,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
124,BB-11545,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
125,AM-10705,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
126,MK-17905,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
127,VD-21670,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
128,CR-12580,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
129,CM-12655,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
130,AJ-10945,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
131,JK-15730,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
132,GH-14410,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
133,BW-11200,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
134,NP-18670,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
135,EM-14095,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
136,CW-11905,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
137,KF-16285,Seasonal,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
138,LH-17020,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
139,DB-13210,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
140,RA-19945,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
141,CK-12325,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
142,AG-10525,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
143,SJ-20125,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
144,JD-15895,Seasonal,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
145,JH-15820,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
146,SG-20080,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
147,PW-19240,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
148,SM-20950,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
149,NC-18415,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
150,EN-13780,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
151,AA-10645,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
152,ML-17755,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
153,BG-11740,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
154,MC-17590,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
155,JP-15460,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
156,TS-21370,Loyalty,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
157,MB-18085,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
158,JF-15415,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
159,IM-15070,Festival,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
160,MC-17275,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
161,SV-20365,Coupon,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
162,BM-11140,Seasonal,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
163,LC-16885,Promotional,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
164,AC-10420,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
165,CM-12445,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
166,EB-13930,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
167,JF-15355,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
168,SM-20320,Festival,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
169,CC-12430,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
170,FC-14245,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
171,DO-13435,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
172,LE-16810,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
173,SR-20740,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
174,PK-19075,Loyalty,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
175,MF-18250,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
176,LS-17230,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
177,BF-11005,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
178,EM-14200,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
179,DB-13360,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
180,AG-10495,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
181,JM-16195,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
182,MM-17260,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
183,RD-19810,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
184,NW-18400,Promotional,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
185,JC-15385,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
186,LD-17005,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
187,PB-18805,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
188,MZ-17335,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
189,TB-21400,Loyalty,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
190,RD-19585,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
191,TS-21505,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
192,DS-13030,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
193,JL-15235,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
194,SB-20170,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
195,BS-11665,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
196,TC-21295,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
197,AW-10840,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
198,RA-19915,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
199,CM-12715,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
200,MH-18025,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
201,CM-12235,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
202,BT-11680,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
203,SP-20920,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
204,AA-10375,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
205,PC-19000,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
206,HP-14815,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
207,HR-14830,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
208,BO-11350,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
209,PK-18910,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
210,TG-21640,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
211,DM-12955,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
212,BS-11755,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
213,GD-14590,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
214,FP-14320,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
215,AS-10090,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
216,DK-12985,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
217,RW-19540,Loyalty,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
218,JC-16105,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
219,CS-12400,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
220,EH-14125,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
221,CB-12415,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
222,TS-21085,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
223,MH-18115,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
224,EM-14140,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
225,DL-12925,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
226,JK-15370,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
227,MG-18205,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
228,RD-19720,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
229,HG-15025,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
230,EH-13945,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
231,BM-11650,Promotional,15.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
232,EA-14035,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
233,LS-17245,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
234,DM-13345,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
235,MP-18175,Coupon,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
236,CA-12265,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
237,KM-16660,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
238,SC-20260,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
239,EL-13735,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
240,PS-18760,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
241,DB-13060,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
242,EB-13705,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
243,ME-17725,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
244,JL-15850,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
245,LB-16795,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
246,GA-14725,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
247,MO-17950,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
248,SC-20800,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
249,BF-11020,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
250,TR-21325,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
251,ES-14020,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
252,MF-17665,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
253,JS-15595,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
254,AR-10345,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
255,TH-21550,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
256,DK-12895,Loyalty,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
257,HJ-14875,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
258,MM-18280,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
259,TG-21310,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
260,DB-13270,Promotional,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
261,JE-16165,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
262,LW-17125,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
263,CL-11890,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
264,CC-12370,Coupon,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
265,JF-15490,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
266,ME-17320,Seasonal,20.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
267,CS-11860,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
268,SJ-20500,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
269,RC-19960,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
270,BT-11440,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
271,KB-16405,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
272,SC-20695,Seasonal,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
273,OT-18730,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
274,NP-18685,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
275,KC-16540,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
276,GW-14605,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
277,DW-13585,Promotional,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
278,MH-17785,Loyalty,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
279,GB-14530,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
280,MC-18100,Festival,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
281,SC-20725,Seasonal,10.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
282,PR-18880,Coupon,5.0,2019-01-01,2019-12-31,False,2026-08-06 01:42:54.905785
