row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,country,city,state,postal_code,region,sales,created_at,delivery_days,order_month,order_quarter,order_year,weekend_order,high_value_order,sales_category,order_frequency,customer_total_sales,return_flag
43,CA-2017-101343,2017-07-17,2017-07-22,Standard Class,RA-19885,OFF-ST-10003479,United States,Los Angeles,California,90049.0,West,77.88,2026-08-04 15:34:05.274309,5,July,Q3,2017,False,False,Low,13,3546.23,False
44,CA-2018-139619,2018-09-19,2018-09-23,Standard Class,ES-14080,OFF-ST-10003282,United States,Melbourne,Florida,32935.0,South,95.62,2026-08-04 15:34:05.274309,4,September,Q3,2018,False,False,Low,20,4657.93,False
45,CA-2017-118255,2017-03-11,2017-03-13,First Class,ON-18715,TEC-AC-10000171,United States,Eagan,Minnesota,55122.0,Central,45.98,2026-08-04 15:34:05.274309,2,March,Q1,2017,True,False,Low,15,1567.52,False
46,CA-2017-118255,2017-03-11,2017-03-13,First Class,ON-18715,OFF-BI-10003291,United States,Eagan,Minnesota,55122.0,Central,17.46,2026-08-04 15:34:05.274309,2,March,Q1,2017,True,False,Low,15,1567.52,True
47,CA-2015-146703,2015-10-20,2015-10-25,Second Class,PO-18865,OFF-ST-10001713,United States,Westland,Michigan,48185.0,Central,211.96,2026-08-04 15:34:05.274309,5,October,Q4,2015,False,False,Medium,13,2493.22,False
48,CA-2017-169194,2017-06-20,2017-06-25,Standard Class,LH-16900,TEC-AC-10002167,United States,Dover,Delaware,19901.0,East,45.0,2026-08-04 15:34:05.274309,5,June,Q2,2017,False,False,Low,15,2295.32,False
49,CA-2017-169194,2017-06-20,2017-06-25,Standard Class,LH-16900,TEC-PH-10003988,United States,Dover,Delaware,19901.0,East,21.8,2026-08-04 15:34:05.274309,5,June,Q2,2017,False,False,Low,15,2295.32,False
50,CA-2016-115742,2016-04-18,2016-04-22,Standard Class,DP-13000,OFF-BI-10004410,United States,New Albany,Indiana,47150.0,Central,38.22,2026-08-04 15:34:05.274309,4,April,Q2,2016,False,False,Low,15,897.52,False
51,CA-2016-115742,2016-04-18,2016-04-22,Standard Class,DP-13000,OFF-LA-10002762,United States,New Albany,Indiana,47150.0,Central,75.18,2026-08-04 15:34:05.274309,4,April,Q2,2016,False,False,Low,15,897.52,False
52,CA-2016-115742,2016-04-18,2016-04-22,Standard Class,DP-13000,FUR-FU-10001706,United States,New Albany,Indiana,47150.0,Central,6.16,2026-08-04 15:34:05.274309,4,April,Q2,2016,False,False,Low,15,897.52,False
53,CA-2016-115742,2016-04-18,2016-04-22,Standard Class,DP-13000,FUR-CH-10003061,United States,New Albany,Indiana,47150.0,Central,89.99,2026-08-04 15:34:05.274309,4,April,Q2,2016,False,False,Low,15,897.52,False
54,CA-2017-105816,2017-12-11,2017-12-17,Standard Class,JM-15265,OFF-FA-10000304,United States,New York City,New York,10024.0,East,15.26,2026-08-04 15:34:05.274309,6,December,Q4,2017,False,False,Low,13,1804.14,False
55,CA-2017-105816,2017-12-11,2017-12-17,Standard Class,JM-15265,TEC-PH-10002447,United States,New York City,New York,10024.0,East,1029.95,2026-08-04 15:34:05.274309,6,December,Q4,2017,False,True,High,13,1804.14,False
56,CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,OFF-ST-10000604,United States,Troy,New York,12180.0,East,208.56,2026-08-04 15:34:05.274309,1,June,Q2,2017,True,False,Medium,17,1451.3700000000001,False
57,CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,OFF-PA-10001569,United States,Troy,New York,12180.0,East,32.4,2026-08-04 15:34:05.274309,1,June,Q2,2017,True,False,Low,17,1451.3700000000001,False
58,CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,FUR-CH-10003968,United States,Troy,New York,12180.0,East,319.41,2026-08-04 15:34:05.274309,1,June,Q2,2017,True,False,Medium,17,1451.3700000000001,True
59,CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,OFF-PA-10000587,United States,Troy,New York,12180.0,East,14.56,2026-08-04 15:34:05.274309,1,June,Q2,2017,True,False,Low,17,1451.3700000000001,False
60,CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,TEC-AC-10002167,United States,Troy,New York,12180.0,East,30.0,2026-08-04 15:34:05.274309,1,June,Q2,2017,True,False,Low,17,1451.3700000000001,False
61,CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,OFF-BI-10001460,United States,Troy,New York,12180.0,East,48.48,2026-08-04 15:34:05.274309,1,June,Q2,2017,True,False,Low,17,1451.3700000000001,False
62,CA-2017-111682,2017-06-17,2017-06-18,First Class,TB-21055,OFF-AR-10001868,United States,Troy,New York,12180.0,East,1.68,2026-08-04 15:34:05.274309,1,June,Q2,2017,True,False,Low,17,1451.3700000000001,False
63,CA-2016-135545,2016-11-24,2016-11-30,Standard Class,KM-16720,TEC-AC-10004633,United States,Los Angeles,California,90004.0,West,13.98,2026-08-04 15:34:05.274309,6,November,Q4,2016,False,False,Low,28,4909.47,False
64,CA-2016-135545,2016-11-24,2016-11-30,Standard Class,KM-16720,OFF-BI-10001078,United States,Los Angeles,California,90004.0,West,25.82,2026-08-04 15:34:05.274309,6,November,Q4,2016,False,False,Low,28,4909.47,False
65,CA-2016-135545,2016-11-24,2016-11-30,Standard Class,KM-16720,OFF-PA-10003892,United States,Los Angeles,California,90004.0,West,146.73,2026-08-04 15:34:05.274309,6,November,Q4,2016,False,False,Medium,28,4909.47,False
66,CA-2016-135545,2016-11-24,2016-11-30,Standard Class,KM-16720,FUR-FU-10000397,United States,Los Angeles,California,90004.0,West,79.76,2026-08-04 15:34:05.274309,6,November,Q4,2016,False,False,Low,28,4909.47,False
67,US-2016-164175,2016-04-30,2016-05-05,Standard Class,PS-18970,FUR-CH-10001146,United States,Chicago,Illinois,60610.0,Central,213.12,2026-08-04 15:34:05.274309,5,April,Q2,2016,True,False,Medium,13,1278.65,False
68,CA-2015-106376,2015-12-05,2015-12-10,Standard Class,BS-11590,OFF-AR-10002671,United States,Gilbert,Arizona,85234.0,West,1113.02,2026-08-04 15:34:05.274309,5,December,Q4,2015,True,True,High,10,2454.9300000000003,False
69,CA-2015-106376,2015-12-05,2015-12-10,Standard Class,BS-11590,TEC-PH-10002726,United States,Gilbert,Arizona,85234.0,West,167.97,2026-08-04 15:34:05.274309,5,December,Q4,2015,True,False,Medium,10,2454.9300000000003,False
70,CA-2017-119823,2017-06-04,2017-06-06,First Class,KD-16270,OFF-PA-10000482,United States,Springfield,Virginia,22153.0,South,75.88,2026-08-04 15:34:05.274309,2,June,Q2,2017,True,False,Low,16,8282.36,False
71,CA-2017-106075,2017-09-18,2017-09-23,Standard Class,HM-14980,OFF-BI-10004654,United States,New York City,New York,10009.0,East,4.62,2026-08-04 15:34:05.274309,5,September,Q3,2017,False,False,Low,7,736.28,False
72,CA-2018-114440,2018-09-14,2018-09-17,Second Class,TB-21520,OFF-PA-10004675,United States,Jackson,Michigan,49201.0,Central,19.05,2026-08-04 15:34:05.274309,3,September,Q3,2018,False,False,Low,20,4737.48,False
73,US-2016-134026,2016-04-26,2016-05-02,Standard Class,JE-15745,FUR-CH-10000513,United States,Memphis,Tennessee,38109.0,South,831.94,2026-08-04 15:34:05.274309,6,April,Q2,2016,False,True,High,23,6760.8099999999995,False
74,US-2016-134026,2016-04-26,2016-05-02,Standard Class,JE-15745,FUR-FU-10003708,United States,Memphis,Tennessee,38109.0,South,97.04,2026-08-04 15:34:05.274309,6,April,Q2,2016,False,False,Low,23,6760.8099999999995,False
75,US-2016-134026,2016-04-26,2016-05-02,Standard Class,JE-15745,OFF-ST-10004123,United States,Memphis,Tennessee,38109.0,South,72.78,2026-08-04 15:34:05.274309,6,April,Q2,2016,False,False,Low,23,6760.8099999999995,False
76,US-2018-118038,2018-12-09,2018-12-11,First Class,KB-16600,OFF-BI-10004182,United States,Houston,Texas,77041.0,Central,1.25,2026-08-04 15:34:05.274309,2,December,Q4,2018,True,False,Low,9,983.9300000000001,True
77,US-2018-118038,2018-12-09,2018-12-11,First Class,KB-16600,FUR-FU-10000260,United States,Houston,Texas,77041.0,Central,9.71,2026-08-04 15:34:05.274309,2,December,Q4,2018,True,False,Low,9,983.9300000000001,False
78,US-2018-118038,2018-12-09,2018-12-11,First Class,KB-16600,OFF-ST-10000615,United States,Houston,Texas,77041.0,Central,27.24,2026-08-04 15:34:05.274309,2,December,Q4,2018,True,False,Low,9,983.9300000000001,False
79,US-2015-147606,2015-11-26,2015-12-01,Second Class,JE-15745,FUR-FU-10003194,United States,Houston,Texas,77070.0,Central,19.3,2026-08-04 15:34:05.274309,5,November,Q4,2015,False,False,Low,23,6760.8099999999995,False
80,CA-2017-127208,2017-06-12,2017-06-15,First Class,SC-20770,OFF-AP-10002118,United States,Decatur,Alabama,35601.0,South,208.16,2026-08-04 15:34:05.274309,3,June,Q2,2017,False,False,Medium,21,4492.68,False
81,CA-2017-127208,2017-06-12,2017-06-15,First Class,SC-20770,OFF-BI-10002309,United States,Decatur,Alabama,35601.0,South,16.74,2026-08-04 15:34:05.274309,3,June,Q2,2017,False,False,Low,21,4492.68,False
82,CA-2015-139451,2015-10-12,2015-10-16,Standard Class,DN-13690,OFF-AR-10002053,United States,San Francisco,California,94122.0,West,14.9,2026-08-04 15:34:05.274309,4,October,Q4,2015,False,False,Low,11,2139.79,False
83,CA-2015-139451,2015-10-12,2015-10-16,Standard Class,DN-13690,OFF-ST-10002370,United States,San Francisco,California,94122.0,West,21.39,2026-08-04 15:34:05.274309,4,October,Q4,2015,False,False,Low,11,2139.79,False
84,CA-2016-149734,2016-09-03,2016-09-08,Standard Class,JC-16105,OFF-EN-10000927,United States,Durham,North Carolina,27707.0,South,200.98,2026-08-04 15:34:05.274309,5,September,Q3,2016,True,False,Medium,9,858.5699999999999,False
85,US-2018-119662,2018-11-13,2018-11-16,First Class,CS-12400,OFF-ST-10003656,United States,Chicago,Illinois,60623.0,Central,230.38,2026-08-04 15:34:05.274309,3,November,Q4,2018,False,False,Medium,14,3651.86,False
86,CA-2018-140088,2018-05-28,2018-05-30,Second Class,PO-18865,FUR-CH-10000863,United States,Columbia,South Carolina,29203.0,South,301.96,2026-08-04 15:34:05.274309,2,May,Q2,2018,False,False,Medium,13,2493.22,False
87,CA-2018-155558,2018-10-26,2018-11-02,Standard Class,PG-18895,TEC-AC-10001998,United States,Rochester,Minnesota,55901.0,Central,19.99,2026-08-04 15:34:05.274309,7,October,Q4,2018,False,False,Low,17,1987.15,False
88,CA-2018-155558,2018-10-26,2018-11-02,Standard Class,PG-18895,OFF-LA-10000134,United States,Rochester,Minnesota,55901.0,Central,6.16,2026-08-04 15:34:05.274309,7,October,Q4,2018,False,False,Low,17,1987.15,False
89,CA-2017-159695,2017-04-05,2017-04-10,Second Class,GM-14455,OFF-ST-10003442,United States,Houston,Texas,77095.0,Central,158.37,2026-08-04 15:34:05.274309,5,April,Q2,2017,False,False,Medium,12,3078.63,False
90,CA-2017-109806,2017-09-17,2017-09-22,Standard Class,JS-15685,OFF-AR-10004930,United States,Los Angeles,California,90036.0,West,20.1,2026-08-04 15:34:05.274309,5,September,Q3,2017,True,False,Low,9,990.1999999999999,False
91,CA-2017-109806,2017-09-17,2017-09-22,Standard Class,JS-15685,TEC-PH-10004093,United States,Los Angeles,California,90036.0,West,73.58,2026-08-04 15:34:05.274309,5,September,Q3,2017,True,False,Low,9,990.1999999999999,False
92,CA-2017-109806,2017-09-17,2017-09-22,Standard Class,JS-15685,OFF-PA-10000304,United States,Los Angeles,California,90036.0,West,6.48,2026-08-04 15:34:05.274309,5,September,Q3,2017,True,False,Low,9,990.1999999999999,False
93,CA-2016-149587,2016-01-31,2016-02-05,Second Class,KB-16315,OFF-PA-10003177,United States,Minneapolis,Minnesota,55407.0,Central,12.96,2026-08-04 15:34:05.274309,5,January,Q1,2016,True,False,Low,22,1569.45,False
94,CA-2016-149587,2016-01-31,2016-02-05,Second Class,KB-16315,FUR-FU-10003799,United States,Minneapolis,Minnesota,55407.0,Central,53.34,2026-08-04 15:34:05.274309,5,January,Q1,2016,True,False,Low,22,1569.45,False
95,CA-2016-149587,2016-01-31,2016-02-05,Second Class,KB-16315,OFF-BI-10002852,United States,Minneapolis,Minnesota,55407.0,Central,32.96,2026-08-04 15:34:05.274309,5,January,Q1,2016,True,False,Low,22,1569.45,False
96,US-2018-109484,2018-11-06,2018-11-12,Standard Class,RB-19705,OFF-BI-10004738,United States,Portland,Oregon,97206.0,West,5.68,2026-08-04 15:34:05.274309,6,November,Q4,2018,False,False,Low,7,2067.45,False
97,CA-2018-161018,2018-11-09,2018-11-11,Second Class,PN-18775,FUR-FU-10000629,United States,New York City,New York,10009.0,East,96.53,2026-08-04 15:34:05.274309,2,November,Q4,2018,False,False,Low,13,1467.16,False
98,CA-2018-157833,2018-06-17,2018-06-20,First Class,KD-16345,OFF-BI-10001721,United States,San Francisco,California,94122.0,West,51.31,2026-08-04 15:34:05.274309,3,June,Q2,2018,True,False,Low,10,1888.96,False
99,CA-2017-149223,2017-09-06,2017-09-11,Standard Class,ER-13855,OFF-AP-10000358,United States,Saint Paul,Minnesota,55106.0,Central,77.88,2026-08-04 15:34:05.274309,5,September,Q3,2017,False,False,Low,5,1245.79,False
100,CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,OFF-PA-10003256,United States,Chicago,Illinois,60610.0,Central,64.62,2026-08-04 15:34:05.274309,4,August,Q3,2017,False,False,Low,23,4715.47,True
101,CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,TEC-AC-10001767,United States,Chicago,Illinois,60610.0,Central,95.98,2026-08-04 15:34:05.274309,4,August,Q3,2017,False,False,Low,23,4715.47,False
102,CA-2017-158568,2017-08-29,2017-09-02,Standard Class,RB-19465,OFF-BI-10002609,United States,Chicago,Illinois,60610.0,Central,1.79,2026-08-04 15:34:05.274309,4,August,Q3,2017,False,False,Low,23,4715.47,False
103,CA-2017-129903,2017-12-01,2017-12-04,Second Class,GZ-14470,OFF-PA-10004040,United States,Rochester,Minnesota,55901.0,Central,23.92,2026-08-04 15:34:05.274309,3,December,Q4,2017,False,False,Low,14,4355.150000000001,False
104,US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,TEC-AC-10001552,United States,Aurora,Colorado,80013.0,West,238.9,2026-08-04 15:34:05.274309,4,November,Q4,2016,True,False,Medium,30,2580.71,False
105,US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,FUR-FU-10004006,United States,Aurora,Colorado,80013.0,West,102.36,2026-08-04 15:34:05.274309,4,November,Q4,2016,True,False,Medium,30,2580.71,False
106,US-2016-156867,2016-11-13,2016-11-17,Standard Class,LC-16870,OFF-BI-10002794,United States,Aurora,Colorado,80013.0,West,36.88,2026-08-04 15:34:05.274309,4,November,Q4,2016,True,False,Low,30,2580.71,False
107,CA-2018-119004,2018-11-23,2018-11-28,Standard Class,JM-15250,TEC-AC-10003499,United States,Charlotte,North Carolina,28205.0,South,74.11,2026-08-04 15:34:05.274309,5,November,Q4,2018,False,False,Low,19,3159.11,True
108,CA-2018-119004,2018-11-23,2018-11-28,Standard Class,JM-15250,TEC-PH-10002844,United States,Charlotte,North Carolina,28205.0,South,27.99,2026-08-04 15:34:05.274309,5,November,Q4,2018,False,False,Low,19,3159.11,False
109,CA-2018-119004,2018-11-23,2018-11-28,Standard Class,JM-15250,OFF-AR-10000390,United States,Charlotte,North Carolina,28205.0,South,3.3,2026-08-04 15:34:05.274309,5,November,Q4,2018,False,False,Low,19,3159.11,False
110,CA-2016-129476,2016-10-15,2016-10-20,Standard Class,PA-19060,TEC-AC-10000844,United States,Orland Park,Illinois,60462.0,Central,339.96,2026-08-04 15:34:05.274309,5,October,Q4,2016,True,False,Medium,7,729.41,False
111,CA-2018-146780,2018-12-25,2018-12-30,Standard Class,CV-12805,FUR-FU-10001934,United States,New York City,New York,10035.0,East,41.96,2026-08-04 15:34:05.274309,5,December,Q4,2018,False,False,Low,19,2370.33,False
112,CA-2017-128867,2017-11-03,2017-11-10,Standard Class,CL-12565,OFF-AR-10000380,United States,Urbandale,Iowa,50322.0,Central,75.96,2026-08-04 15:34:05.274309,7,November,Q4,2017,False,False,Low,28,10880.56,False
113,CA-2017-128867,2017-11-03,2017-11-10,Standard Class,CL-12565,OFF-BI-10003981,United States,Urbandale,Iowa,50322.0,Central,27.24,2026-08-04 15:34:05.274309,7,November,Q4,2017,False,False,Low,28,10880.56,False
114,CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,OFF-FA-10000621,United States,Columbus,Ohio,43229.0,East,40.1,2026-08-04 15:34:05.274309,2,August,Q3,2015,False,False,Low,8,652.64,False
115,CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,OFF-EN-10002600,United States,Columbus,Ohio,43229.0,East,4.72,2026-08-04 15:34:05.274309,2,August,Q3,2015,False,False,Low,8,652.64,False
116,CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,OFF-PA-10004965,United States,Columbus,Ohio,43229.0,East,23.98,2026-08-04 15:34:05.274309,2,August,Q3,2015,False,False,Low,8,652.64,False
117,CA-2015-115259,2015-08-25,2015-08-27,Second Class,RC-19960,OFF-EN-10002504,United States,Columbus,Ohio,43229.0,East,130.46,2026-08-04 15:34:05.274309,2,August,Q3,2015,False,False,Medium,8,652.64,False
118,CA-2016-110457,2016-03-02,2016-03-06,Standard Class,DK-13090,FUR-TA-10001768,United States,Seattle,Washington,98103.0,West,787.53,2026-08-04 15:34:05.274309,4,March,Q1,2016,False,True,High,13,2650.5499999999997,False
119,US-2016-136476,2016-04-05,2016-04-10,Standard Class,GG-14650,OFF-BI-10003650,United States,Bristol,Tennessee,37620.0,South,157.79,2026-08-04 15:34:05.274309,5,April,Q2,2016,False,False,Medium,24,2223.99,True
